WKT,LINEARID,FULLNAME,RTTYP,MTFCC
"LINESTRING (-85.214319 31.966042,-85.214215 31.967011,-85.213855 31.970686,-85.213791 31.971419,-85.21374 31.972153,-85.213708 31.972883,-85.213549 31.97726,-85.21354 31.977626,-85.213539 31.977991,-85.213546 31.978358,-85.213565 31.978724,-85.21359 31.979086,-85.213625 31.979451,-85.213708 31.980178,-85.213927 31.981993,-85.213966 31.982356,-85.21399 31.982721,-85.214001 31.983084,-85.213999 31.983449,-85.213978 31.983805,-85.213948 31.984149,-85.213904 31.984498,-85.213841 31.984857,-85.213763 31.985228,-85.213669 31.985596,-85.213559 31.985958,-85.213436 31.986314,-85.213397 31.986412,-85.2133 31.986659,-85.21273 31.987978,-85.212576 31.988347,-85.211764 31.990222,-85.211677 31.990422,-85.211534 31.990763,-85.211416 31.991111,-85.211338 31.991469,-85.2113 31.991835,-85.211302 31.992202,-85.211344 31.992567,-85.211405 31.992924,-85.211675 31.99437,-85.211739 31.994733,-85.211785 31.995094,-85.211811 31.995461,-85.211818 31.995826,-85.211808 31.996194,-85.211775 31.996562,-85.211719 31.996923,-85.211076 32.000653,-85.210533 32.003811,-85.210491 32.004173,-85.21047 32.004534,-85.210481 32.004897,-85.210521 32.00526,-85.210596 32.005625,-85.210796 32.006337,-85.211353 32.008201,-85.211431 32.008463,-85.211962 32.010233,-85.212912 32.013429,-85.213106 32.014142,-85.213281 32.014859,-85.213362 32.015217,-85.21366 32.016689,-85.213799 32.017377,-85.213875 32.017733,-85.213972 32.018088,-85.214103 32.018433,-85.214216 32.018665,-85.214267 32.018768,-85.214463 32.019092,-85.214688 32.019402,-85.214932 32.019703,-85.216597 32.021822,-85.216836 32.022125,-85.217079 32.022418,-85.217349 32.022709,-85.217629 32.022987,-85.217925 32.023249,-85.218229 32.023504,-85.21948 32.024496,-85.220416 32.025235,-85.220723 32.025483,-85.221022 32.02574,-85.221313 32.026007,-85.221595 32.026285,-85.221866 32.026572,-85.222125 32.026864,-85.222368 32.027167,-85.224037 32.029291,-85.22451 32.029902,-85.225626 32.031323,-85.225914 32.031691,-85.226892 32.032936,-85.22713 32.033245,-85.227355 32.033557,-85.227558 32.033876,-85.227715 32.034152,-85.227744 32.034202,-85.227901 32.034539,-85.228031 32.034884,-85.228243 32.035508,-85.228497 32.036293,-85.228616 32.036645,-85.229187 32.038412,-85.22931 32.038766,-85.229452 32.039115,-85.229617 32.039451,-85.229803 32.039779,-85.230009 32.040095,-85.230235 32.040401,-85.23048 32.040698,-85.232344 32.042892,-85.232424 32.042988,-85.232997 32.04365,-85.233257 32.04394,-85.233531 32.044218,-85.233814 32.044491,-85.234109 32.044756,-85.234416 32.045012,-85.235046 32.045507,-85.235686 32.04599,-85.236011 32.046228,-85.236342 32.046459,-85.236681 32.046681,-85.23703 32.046895,-85.237387 32.047102,-85.238841 32.0479,-85.239206 32.048091,-85.239575 32.048277,-85.239952 32.048448,-85.240712 32.048779,-85.241071 32.048931,-85.241476 32.049103,-85.242628 32.049577,-85.243021 32.049717,-85.243424 32.049832,-85.243838 32.049923,-85.244262 32.049992,-85.244691 32.050037,-85.245974 32.050109,-85.249396 32.050293,-85.249821 32.050323,-85.250248 32.050379,-85.250665 32.050458,-85.251077 32.050565,-85.251481 32.050693,-85.251877 32.050841,-85.253039 32.051318,-85.253821 32.051622,-85.254213 32.051768,-85.25461 32.051906,-85.25581 32.052287,-85.255993 32.052343,-85.257023 32.052657,-85.258612 32.053148,-85.258989 32.053269,-85.259648 32.053464,-85.261194 32.053936,-85.262449 32.054316,-85.262849 32.054445,-85.264064 32.054817,-85.264465 32.054947,-85.264856 32.055101,-85.265234 32.055276,-85.265594 32.055473,-85.265939 32.055688,-85.266262 32.055923,-85.26657 32.056177,-85.267464 32.056959,-85.270164 32.059313,-85.270304 32.059433,-85.270767 32.059829,-85.271084 32.060069,-85.271434 32.060279,-85.271811 32.060456,-85.27221 32.060592,-85.272622 32.06069,-85.273048 32.060746,-85.273475 32.060757,-85.2739 32.060758,-85.274606 32.060755,-85.276043 32.060747,-85.277761 32.060732,-85.278618 32.060727,-85.28119 32.060705,-85.284617 32.060682,-85.285472 32.060671,-85.287618 32.060664,-85.288048 32.060682,-85.288475 32.060733,-85.28889 32.060823,-85.289291 32.060949,-85.289674 32.06111,-85.290035 32.061307,-85.290372 32.061535,-85.291325 32.062264,-85.291654 32.062497,-85.292003 32.062706,-85.292374 32.062889,-85.292767 32.063042,-85.293174 32.063164,-85.29359 32.063256,-85.29443 32.063426,-85.295268 32.063585,-85.295689 32.063646,-85.296113 32.063694,-85.296536 32.063733,-85.296961 32.063757,-85.297386 32.063772,-85.298674 32.063789,-85.299104 32.063791,-85.299534 32.063786,-85.299964 32.063771,-85.300394 32.063744,-85.300821 32.06371,-85.303374 32.06348,-85.303802 32.063451,-85.304232 32.063453,-85.304664 32.063485,-85.305087 32.063547,-85.305494 32.063648,-85.30589 32.063778,-85.306269 32.063941,-85.306639 32.064121,-85.310974 32.066288,-85.311169 32.066378,-85.313608 32.0676,-85.313984 32.067783,-85.314534 32.068063,-85.314898 32.068236,-85.315655 32.068586,-85.316426 32.068928,-85.318345 32.069729,-85.319511 32.07022,-85.320376 32.070574,-85.320796 32.070749,-85.321214 32.070925,-85.322526 32.071464,-85.322744 32.071544,-85.323167 32.071683,-85.323586 32.071804,-85.324007 32.071906,-85.324431 32.071989,-85.325679 32.072215,-85.326529 32.072364,-85.326944 32.072443,-85.327356 32.072532,-85.327768 32.072643,-85.328167 32.072784,-85.328553 32.07295,-85.328924 32.073135,-85.329282 32.07334,-85.329612 32.07356,-85.329912 32.073788,-85.330073 32.073923,-85.330261 32.074098,-85.33037 32.074191,-85.331992 32.075742,-85.333143 32.076828,-85.333446 32.077087,-85.33376 32.077336,-85.334417 32.077804,-85.335092 32.078258,-85.336859 32.079414,-85.337389 32.079748,-85.338075 32.080154,-85.338358 32.080311,-85.338435 32.080354,-85.338798 32.08055,-85.339415 32.080878,-85.341707 32.082093,-85.342069 32.082296,-85.342421 32.08251,-85.342762 32.082738,-85.343096 32.082979,-85.343416 32.083242,-85.343798 32.083582,-85.344327 32.084065,-85.3452 32.084865,-85.345496 32.08513,-85.345785 32.085402,-85.346068 32.085678,-85.346335 32.085962,-85.34659 32.086259,-85.346834 32.08656,-85.347068 32.086864,-85.347535 32.087493,-85.347769 32.087823,-85.347965 32.088075,-85.348044 32.088155,-85.348184 32.088347,-85.34884 32.08923,-85.349086 32.089531,-85.349346 32.089824,-85.349622 32.090106,-85.349914 32.090378,-85.350216 32.090638,-85.350535 32.090881,-85.350868 32.091112,-85.351326 32.091399,-85.351495 32.091498,-85.351931 32.091732,-85.352311 32.091906,-85.354238 32.092711,-85.355787 32.093348,-85.357328 32.093989,-85.358099 32.094307,-85.358875 32.09462,-85.359268 32.094769,-85.359663 32.094912,-85.360061 32.095048,-85.360462 32.095179,-85.361662 32.095559,-85.363685 32.096187,-85.365719 32.096829,-85.366125 32.096964,-85.366501 32.097098,-85.366539 32.097113,-85.366888 32.097247,-85.367272 32.0974,-85.367657 32.097566,-85.368033 32.097737,-85.368407 32.097913,-85.368776 32.098098,-85.369138 32.098293,-85.369496 32.098495,-85.36985 32.098705,-85.371603 32.099758,-85.372655 32.100392,-85.373126 32.100672,-85.373363 32.100813,-85.373721 32.101016,-85.374091 32.101207,-85.374465 32.101388,-85.374845 32.101559,-85.375232 32.101716,-85.375628 32.101861,-85.376027 32.101993,-85.37643 32.102114,-85.376837 32.102227,-85.377248 32.102325,-85.377666 32.10241,-85.378088 32.102482,-85.378512 32.102541,-85.37894 32.102589,-85.380649 32.102719,-85.38236 32.10284,-85.382787 32.10286,-85.383216 32.102863,-85.383648 32.102843,-85.384075 32.102806,-85.384502 32.102749,-85.385347 32.102604,-85.385767 32.102538,-85.386193 32.102485,-85.386623 32.102449,-85.387048 32.10243,-85.387474 32.102428,-85.387902 32.102438,-85.390051 32.102508,-85.39137 32.102544,-85.39164 32.102548,-85.391818 32.103051,-85.39197 32.103384,-85.392159 32.10371,-85.392387 32.104025,-85.392653 32.104324,-85.392961 32.104605,-85.393099 32.104709,-85.393182 32.104777,-85.393297 32.104858,-85.393608 32.105055,-85.393967 32.105244,-85.394356 32.105407,-85.394757 32.105538,-85.395179 32.105635,-85.395613 32.105703,-85.396069 32.105746,-85.396207 32.105756,-85.396451 32.105773,-85.396856 32.105791,-85.397283 32.10578,-85.39771 32.105744,-85.398131 32.105683,-85.398547 32.105598,-85.398953 32.105488,-85.399352 32.105356,-85.399744 32.105203,-85.40052 32.104889,-85.402839 32.103946,-85.404003 32.103482,-85.404398 32.103338,-85.404795 32.103203,-85.405197 32.103076,-85.405604 32.102953,-85.408863 32.102033,-85.409676 32.101799,-85.41253 32.100997,-85.41335 32.100777,-85.413759 32.100676,-85.414174 32.100582,-85.414588 32.100493,-85.415011 32.100423,-85.415434 32.10036,-85.417131 32.100132,-85.419667 32.099801,-85.421392 32.099572,-85.421831 32.09949,-85.42192 32.099469,-85.422157 32.09941,-85.422288 32.099369,-85.422436 32.099314,-85.422816 32.099157,-85.423182 32.098972,-85.423525 32.098753,-85.425558 32.097313,-85.426825 32.096415,-85.42701 32.096292,-85.427165 32.096189,-85.427521 32.095976,-85.427907 32.095802,-85.428006 32.09575,-85.428103 32.095692,-85.428608 32.095572,-85.428915 32.095515)",110685802848,Springhill Rd,M,S1400
"LINESTRING (-85.396245 32.082662,-85.396298 32.082937,-85.39638 32.082983,-85.396434 32.083281,-85.39681 32.08399,-85.396863 32.084952,-85.39662 32.087311,-85.39705 32.088526,-85.397615 32.089236,-85.397587 32.090336,-85.397452 32.091389,-85.39756 32.091572,-85.397533 32.092053,-85.397425 32.092329,-85.397425 32.09281,-85.397828 32.093223,-85.39807 32.093314)",110685806414,,,S1400
"LINESTRING (-85.349177 32.088025,-85.349163 32.087899)",110685799778,Davis Rd,M,S1400
"LINESTRING (-85.376698 32.03454,-85.376951 32.03458,-85.377288 32.034622,-85.377712 32.03466,-85.378052 32.034681,-85.378223 32.034686,-85.378393 32.034684,-85.378481 32.034677,-85.378735 32.034669,-85.379219 32.034643,-85.381176 32.034526,-85.381482 32.034508,-85.381653 32.034501,-85.381996 32.034495,-85.382339 32.034478,-85.38277 32.034467)",110685798694,Co Rd 49,C,S1200
"LINESTRING (-85.383331 32.030697,-85.38362 32.030749,-85.384121 32.030855,-85.387617 32.031615,-85.388859 32.031891)",110685803568,Grant Brothers Rd,M,S1400
"LINESTRING (-85.14248 31.873519,-85.142167 31.874051,-85.142111 31.874205,-85.142079 31.874351,-85.142077 31.874482,-85.142052 31.87457,-85.142005 31.874672,-85.141892 31.874783,-85.141687 31.874917,-85.141195 31.875212,-85.140713 31.875515,-85.140494 31.875634,-85.140331 31.875685,-85.14016 31.875703,-85.139902 31.875686,-85.139649 31.87565,-85.13907 31.875515,-85.138833 31.875437,-85.138587 31.875339)",110685801504,Newmont Dr,M,S1400
"LINESTRING (-85.320376 32.070574,-85.320244 32.070787,-85.320067 32.071102,-85.320048 32.07116,-85.32006 32.071223,-85.320135 32.071332,-85.320406 32.071669,-85.320465 32.071802,-85.320478 32.071866,-85.320468 32.07193)",110685799804,Dixie Rd,M,S1400
"LINESTRING (-85.333113 32.020057,-85.332602 32.020884,-85.331819 32.021546,-85.331432 32.022176,-85.331137 32.022351)",110685806695,,,S1400
"LINESTRING (-85.146792 31.880739,-85.146661 31.880865,-85.146519 31.881103,-85.146486 31.881173,-85.146365 31.881382,-85.146293 31.881519,-85.146228 31.881654,-85.145999 31.882205,-85.145916 31.882415,-85.145756 31.882904,-85.145669 31.883231,-85.145645 31.88338,-85.145585 31.883671,-85.145565 31.883743,-85.145517 31.883958,-85.145463 31.88439,-85.145411 31.884854,-85.14539 31.885189,-85.145386 31.885408,-85.145399 31.885708,-85.145394 31.886034,-85.145393 31.886217,-85.145387 31.886359,-85.145394 31.886773,-85.145395 31.887094,-85.145394 31.887311,-85.145388 31.887376,-85.145381 31.887885,-85.145362 31.88826,-85.145372 31.888539,-85.145387 31.888754,-85.145412 31.888968,-85.14546 31.889183,-85.145502 31.889326,-85.145532 31.88948,-85.145564 31.889606,-85.145577 31.889755,-85.145582 31.890043,-85.145585 31.890118,-85.145601 31.890504,-85.145606 31.890908,-85.145619 31.891053,-85.145632 31.891378,-85.145637 31.891495,-85.145641 31.89165,-85.145651 31.891797,-85.145663 31.892936,-85.145663 31.893137,-85.145662 31.893916,-85.145651 31.8945,-85.145656 31.894578,-85.145648 31.8948,-85.145654 31.89529,-85.145662 31.895625,-85.145678 31.896552,-85.145691 31.897067,-85.145718 31.898291,-85.145735 31.89875,-85.145805 31.901214,-85.14582 31.901875,-85.145843 31.902019,-85.145857 31.902081,-85.145906 31.902217,-85.14596 31.902331,-85.146104 31.902609,-85.146323 31.903005,-85.146568 31.90338,-85.146709 31.903556,-85.146885 31.903746,-85.146982 31.90384,-85.147101 31.903946,-85.147225 31.904048,-85.147353 31.904146,-85.147547 31.904286,-85.147741 31.904432,-85.147972 31.90463,-85.148102 31.904755,-85.148366 31.905042,-85.14851 31.905224,-85.148689 31.905473,-85.14881 31.905667,-85.148911 31.905855,-85.149019 31.906072,-85.149101 31.906279,-85.149172 31.906491,-85.149195 31.906583,-85.149277 31.906919,-85.149342 31.907426,-85.149341 31.907792,-85.149322 31.90801,-85.149206 31.908732,-85.149052 31.909521,-85.148807 31.910772,-85.148729 31.911314,-85.148668 31.911649,-85.148649 31.91176,-85.148617 31.911909,-85.148545 31.912261,-85.148423 31.912965,-85.148328 31.913475,-85.14796 31.915515,-85.147842 31.916072,-85.147804 31.916283,-85.147684 31.916948,-85.147598 31.917429,-85.147515 31.917788,-85.147348 31.918429,-85.147331 31.918488,-85.147308 31.918571,-85.147066 31.919343,-85.146844 31.919911,-85.146645 31.920491,-85.146514 31.920805,-85.146371 31.921142,-85.146048 31.921818,-85.145874 31.92215,-85.145854 31.922184,-85.145609 31.922609,-85.144617 31.924201,-85.144409 31.924504,-85.144275 31.924687,-85.14402 31.925027,-85.143781 31.925331,-85.143537 31.925631,-85.143027 31.92622,-85.141221 31.928257,-85.140973 31.928554,-85.140735 31.928857,-85.140504 31.929165,-85.140281 31.929477,-85.140068 31.929793,-85.139658 31.930433,-85.138616 31.932112,-85.138429 31.93241,-85.137224 31.934342,-85.136646 31.93527,-85.136236 31.935907,-85.136011 31.936218,-85.135772 31.936521,-85.135513 31.936812,-85.135239 31.937092,-85.134949 31.937361,-85.134652 31.937623,-85.13285 31.93918,-85.131947 31.939957,-85.131205 31.940599,-85.130836 31.940919,-85.130142 31.94152,-85.129957 31.941684,-85.129844 31.941784,-85.129551 31.942052,-85.129269 31.942324,-85.129195 31.942399,-85.128993 31.942604,-85.128724 31.942887,-85.128461 31.943173,-85.128211 31.943468,-85.127967 31.943767,-85.127729 31.944072,-85.127502 31.94438,-85.127281 31.94469,-85.127068 31.945006,-85.126671 31.945653,-85.125702 31.947278,-85.124889 31.948654,-85.124155 31.949886,-85.123778 31.950542,-85.122953 31.952036,-85.122323 31.95319,-85.122135 31.953517,-85.121934 31.953838,-85.121717 31.954242,-85.12149 31.954715,-85.120044 31.957364,-85.119705 31.958018,-85.119407 31.958719,-85.119272 31.959065,-85.11876 31.960463,-85.118742 31.960509,-85.118647 31.96075,-85.118535 31.961102,-85.118414 31.961453,-85.118283 31.961799,-85.118208 31.962078,-85.1181 31.962586,-85.117913 31.963298,-85.117815 31.963655,-85.117703 31.96401,-85.117583 31.96436,-85.117072 31.965755,-85.116558 31.967148,-85.116304 31.967848,-85.116043 31.968543,-85.115917 31.96889,-85.115796 31.969242,-85.115685 31.969594,-85.11559 31.969948,-85.115505 31.970308,-85.115439 31.970667,-85.115386 31.97103,-85.115078 31.973574,-85.114816 31.975758,-85.114726 31.976484,-85.114645 31.977212,-85.114516 31.978301,-85.114443 31.979029,-85.114414 31.979392,-85.114374 31.980122,-85.114352 31.980853,-85.114334 31.981757,-85.114323 31.982312,-85.114322 31.982587,-85.11432 31.983041,-85.114317 31.983235,-85.114295 31.984865,-85.11431 31.985594,-85.114329 31.98596,-85.114355 31.986323,-85.114418 31.987049,-85.114474 31.987598,-85.114522 31.988143,-85.1147 31.989963,-85.114741 31.990402,-85.115015 31.993233,-85.115516 31.998318,-85.11573 32.000543,-85.115768 32.000934,-85.115829 32.001567,-85.116004 32.003414,-85.116061 32.003993,-85.116157 32.004967,-85.116215 32.005595,-85.116358 32.00705,-85.116612 32.009718,-85.116771 32.011414,-85.116914 32.01287,-85.117048 32.014324,-85.117191 32.015779,-85.11733 32.017234,-85.117366 32.017595,-85.117412 32.017958,-85.117466 32.018321,-85.117533 32.018683,-85.117606 32.019039,-85.117693 32.019399,-85.117786 32.019755,-85.117889 32.020108,-85.118564 32.022222,-85.119534 32.025208,-85.119704 32.025734,-85.119813 32.026086,-85.119929 32.026437,-85.119983 32.026615,-85.1201 32.026986,-85.120323 32.027586,-85.120456 32.027932,-85.120596 32.028275,-85.120915 32.02895,-85.121006 32.029125,-85.121299 32.02968,-85.121358 32.02978,-85.121452 32.029935,-85.122962 32.032553,-85.123489 32.033472,-85.12372 32.033865,-85.12435 32.034958,-85.125153 32.036351,-85.125313 32.03662,-85.126249 32.038251,-85.126326 32.038393,-85.126435 32.038604,-85.12662 32.038933,-85.12871 32.042543,-85.130016 32.044804,-85.131166 32.046796,-85.132495 32.049087,-85.13704 32.056955,-85.138164 32.058926,-85.138428 32.059375,-85.140072 32.062177)",110685798518,State Rte 1,S,S1200
"LINESTRING (-85.123644 32.000931,-85.123619 32.001633,-85.123577 32.001773,-85.123514 32.001911,-85.123385 32.002102,-85.123208 32.002349,-85.123151 32.002456,-85.123085 32.002542,-85.123032 32.002601,-85.122921 32.002713,-85.12287 32.002771,-85.122753 32.002967,-85.122705 32.003006,-85.122618 32.003006,-85.122534 32.002989,-85.122447 32.002981,-85.122382 32.003031,-85.12238 32.003104,-85.122386 32.003177,-85.12239 32.003323,-85.122359 32.003467,-85.122301 32.003605,-85.12225 32.003745,-85.122213 32.003888,-85.122186 32.003959,-85.122133 32.004019,-85.122054 32.004049,-85.121964 32.004043)",110685807583,,,S1740
"LINESTRING (-85.134396 32.018329,-85.134277 32.018537)",110685799568,Tate Rd,M,S1400
"LINESTRING (-85.148617 31.911909,-85.148545 31.912261,-85.148423 31.912965,-85.148328 31.913475,-85.14796 31.915515,-85.147842 31.916072,-85.147804 31.916283,-85.147684 31.916948,-85.147598 31.917429,-85.147515 31.917788,-85.147348 31.918429,-85.147331 31.918488,-85.147308 31.918571,-85.147066 31.919343,-85.146844 31.919911,-85.146645 31.920491,-85.146514 31.920805,-85.146371 31.921142,-85.146048 31.921818,-85.145874 31.92215,-85.145854 31.922184,-85.145609 31.922609,-85.144617 31.924201,-85.144409 31.924504,-85.144275 31.924687,-85.14402 31.925027,-85.143781 31.925331,-85.143537 31.925631,-85.143027 31.92622,-85.141221 31.928257,-85.140973 31.928554,-85.140735 31.928857,-85.140504 31.929165,-85.140281 31.929477,-85.140068 31.929793,-85.139658 31.930433,-85.138616 31.932112,-85.138429 31.93241,-85.137224 31.934342,-85.136646 31.93527,-85.136236 31.935907,-85.136011 31.936218,-85.135772 31.936521,-85.135513 31.936812,-85.135239 31.937092,-85.134949 31.937361,-85.134652 31.937623,-85.13285 31.93918,-85.131947 31.939957,-85.131205 31.940599,-85.130836 31.940919,-85.130142 31.94152,-85.129957 31.941684,-85.129844 31.941784,-85.129551 31.942052,-85.129269 31.942324,-85.129195 31.942399,-85.128993 31.942604,-85.128724 31.942887,-85.128461 31.943173,-85.128211 31.943468,-85.127967 31.943767,-85.127729 31.944072,-85.127502 31.94438,-85.127281 31.94469,-85.127068 31.945006,-85.126671 31.945653,-85.125702 31.947278,-85.124889 31.948654,-85.124155 31.949886,-85.123778 31.950542,-85.122953 31.952036,-85.122323 31.95319,-85.122135 31.953517,-85.121934 31.953838,-85.121717 31.954242,-85.12149 31.954715,-85.120044 31.957364,-85.119705 31.958018,-85.119407 31.958719,-85.119272 31.959065,-85.11876 31.960463,-85.118742 31.960509,-85.118647 31.96075,-85.118535 31.961102,-85.118414 31.961453,-85.118283 31.961799,-85.118208 31.962078,-85.1181 31.962586,-85.117913 31.963298,-85.117815 31.963655,-85.117703 31.96401,-85.117583 31.96436,-85.117072 31.965755,-85.116558 31.967148,-85.116304 31.967848,-85.116043 31.968543,-85.115917 31.96889,-85.115796 31.969242,-85.115685 31.969594,-85.11559 31.969948,-85.115505 31.970308,-85.115439 31.970667,-85.115386 31.97103,-85.115078 31.973574,-85.114816 31.975758,-85.114726 31.976484,-85.114645 31.977212,-85.114516 31.978301,-85.114443 31.979029,-85.114414 31.979392,-85.114374 31.980122,-85.114352 31.980853,-85.114334 31.981757,-85.114323 31.982312,-85.114322 31.982587,-85.11432 31.983041,-85.114317 31.983235,-85.114295 31.984865,-85.11431 31.985594,-85.114329 31.98596,-85.114355 31.986323,-85.114418 31.987049,-85.114474 31.987598,-85.114522 31.988143,-85.1147 31.989963,-85.114741 31.990402,-85.115015 31.993233,-85.115516 31.998318,-85.11573 32.000543,-85.115768 32.000934,-85.115829 32.001567,-85.116004 32.003414,-85.116061 32.003993,-85.116157 32.004967,-85.116215 32.005595,-85.116358 32.00705,-85.116612 32.009718,-85.116771 32.011414,-85.116914 32.01287,-85.117048 32.014324,-85.117191 32.015779,-85.11733 32.017234,-85.117366 32.017595,-85.117412 32.017958,-85.117466 32.018321,-85.117533 32.018683,-85.117606 32.019039,-85.117693 32.019399,-85.117786 32.019755,-85.117889 32.020108,-85.118564 32.022222,-85.119534 32.025208,-85.119704 32.025734,-85.119813 32.026086,-85.119929 32.026437,-85.119983 32.026615,-85.1201 32.026986,-85.120323 32.027586,-85.120456 32.027932,-85.120596 32.028275,-85.120915 32.02895,-85.121006 32.029125,-85.121299 32.02968,-85.121358 32.02978,-85.121452 32.029935,-85.122962 32.032553,-85.123489 32.033472,-85.12372 32.033865,-85.12435 32.034958,-85.125153 32.036351,-85.125313 32.03662,-85.126249 32.038251,-85.126326 32.038393,-85.126435 32.038604,-85.12662 32.038933,-85.12871 32.042543,-85.130016 32.044804,-85.131166 32.046796,-85.132495 32.049087,-85.13704 32.056955,-85.138164 32.058926,-85.138428 32.059375,-85.140072 32.062177)",110685798967,US Hwy 431,U,S1200
